resume_index,job_index,tfidf_similarity,embedding_similarity,skill_overlap_count,skill_match_ratio,keyword_overlap,resume_word_count,job_word_count,readability_score,skill_density,resume_quality_score,score,label
3,3,0.0,0.2304202914237976,0,0.0,0.25,204,8,30.735294117647058,0.0,0.7,0.06912608742713929,1
3,4,0.0,0.20527315139770508,0,0.0,0.25,204,8,30.735294117647058,0.0,0.7,0.06158194541931152,1
3,5,0.0,0.20541173219680786,0,0.0,0.25,204,8,30.735294117647058,0.0,0.7,0.06162351965904236,1
4,0,0.008289170724339654,0.152127206325531,0,0.0,0.5,521,8,27.48560460652591,0.0,0.7,0.049782747259829126,0
4,1,0.008289170724339654,0.12402421236038208,0,0.0,0.5,521,8,27.48560460652591,0.0,0.7,0.04135184907028445,0
4,2,0.008289170724339653,0.11953897774219513,0,0.0,0.5,521,8,27.48560460652591,0.0,0.7,0.04000627868482837,0
4,3,0.008289170724339654,0.13631926476955414,0,0.0,0.5,521,8,27.48560460652591,0.0,0.7,0.04504036479303607,0
4,4,0.008289170724339654,0.11678899824619293,0,0.0,0.5,521,8,27.48560460652591,0.0,0.7,0.03918128483602771,0
4,5,0.008289170724339654,0.11795687675476074,0,0.0,0.5,521,8,27.48560460652591,0.0,0.7,0.03953164838859805,0
5,0,0.032053771380408644,0.21112069487571716,0,0.0,0.625,373,8,24.2627345844504,0.0,0.7,0.07936309415291948,1
5,1,0.032053771380408644,0.16802163422107697,0,0.0,0.625,373,8,24.2627345844504,0.0,0.7,0.0664333759565274,1
5,2,0.03205377138040864,0.1529455929994583,0,0.0,0.625,373,8,24.2627345844504,0.0,0.7,0.06191056359004181,1
5,3,0.032053771380408644,0.1896626204252243,0,0.0,0.625,373,8,24.2627345844504,0.0,0.7,0.07292567181777161,1
5,4,0.032053771380408644,0.1482449322938919,0,0.0,0.625,373,8,24.2627345844504,0.0,0.7,0.06050036537837189,1
5,5,0.032053771380408644,0.15013781189918518,0,0.0,0.625,373,8,24.2627345844504,0.0,0.7,0.061068229259959875,1
6,0,0.0,0.23355795443058014,0,0.0,0.25,297,8,22.457912457912457,0.0,0.7,0.07006738632917404,1
6,1,0.0,0.19896236062049866,0,0.0,0.25,297,8,22.457912457912457,0.0,0.7,0.059688708186149596,1
6,2,0.0,0.1912446767091751,0,0.0,0.25,297,8,22.457912457912457,0.0,0.7,0.05737340301275253,1
6,3,0.0,0.215594083070755,0,0.0,0.25,297,8,22.457912457912457,0.0,0.7,0.0646782249212265,1
6,4,0.0,0.18695801496505737,0,0.0,0.25,297,8,22.457912457912457,0.0,0.7,0.05608740448951721,0
6,5,0.0,0.18872612714767456,0,0.0,0.25,297,8,22.457912457912457,0.0,0.7,0.056617838144302365,0
7,0,0.0,0.20518836379051208,0,0.0,0.25,428,8,21.635514018691595,0.0,0.7,0.061556509137153624,1
7,1,0.0,0.17609208822250366,0,0.0,0.25,428,8,21.635514018691595,0.0,0.7,0.0528276264667511,0
7,2,0.0,0.16839075088500977,0,0.0,0.25,428,8,21.635514018691595,0.0,0.7,0.05051722526550293,0
7,3,0.0,0.18828615546226501,0,0.0,0.25,428,8,21.635514018691595,0.0,0.7,0.056485846638679504,0
7,4,0.0,0.15614357590675354,0,0.0,0.25,428,8,21.635514018691595,0.0,0.7,0.04684307277202606,0
7,5,0.0,0.16090795397758484,0,0.0,0.25,428,8,21.635514018691595,0.0,0.7,0.04827238619327545,0
8,0,0.04783713638485036,0.2376987338066101,0,0.0,0.5,379,8,16.56992084432717,0.0,0.7,0.09522818833440821,1
8,1,0.04783713638485037,0.20291104912757874,0,0.0,0.5,379,8,16.56992084432717,0.0,0.7,0.08479188293069881,1
8,2,0.04783713638485036,0.19404403865337372,0,0.0,0.5,379,8,16.56992084432717,0.0,0.7,0.0821317797884373,1
8,3,0.04783713638485037,0.21934133768081665,0,0.0,0.5,379,8,16.56992084432717,0.0,0.7,0.08972096949667017,1
8,4,0.04783713638485036,0.19284707307815552,0,0.0,0.5,379,8,16.56992084432717,0.0,0.7,0.08177269011587184,1
8,5,0.04783713638485036,0.193216472864151,0,0.0,0.5,379,8,16.56992084432717,0.0,0.7,0.08188351005167048,1
9,0,0.0,0.17544978857040405,0,0.0,0.25,314,8,25.031847133757964,0.0,0.7,0.05263493657112121,0
9,1,0.0,0.13625173270702362,0,0.0,0.25,314,8,25.031847133757964,0.0,0.7,0.04087551981210708,0
